State,AcLevNum,ACTIVITY_LEVEL_LABEL,WEEKEND,WEEK
Ohio,8,High,Feb-17-2018,7
Ohio,6,Moderate,Feb-24-2018,8
Ohio,1,Minimal,Mar-03-2018,9
Ohio,1,Minimal,Mar-10-2018,10
Ohio,1,Minimal,Mar-17-2018,11
Ohio,1,Minimal,Mar-24-2018,12
Ohio,1,Minimal,Mar-31-2018,13
Ohio,1,Minimal,Apr-07-2018,14
Ohio,1,Minimal,Apr-14-2018,15
Ohio,1,Minimal,Apr-21-2018,16
Ohio,1,Minimal,Apr-28-2018,17
Ohio,1,Minimal,Oct-07-2017,40
Ohio,1,Minimal,Oct-14-2017,41
Ohio,1,Minimal,Oct-21-2017,42
Ohio,1,Minimal,Oct-28-2017,43
Ohio,1,Minimal,Nov-04-2017,44
Ohio,1,Minimal,Nov-11-2017,45
Ohio,1,Minimal,Nov-18-2017,46
Ohio,1,Minimal,Nov-25-2017,47
Ohio,1,Minimal,Dec-02-2017,48
Ohio,1,Minimal,Dec-09-2017,49
Ohio,1,Minimal,Dec-16-2017,50
Ohio,2,Minimal,Dec-23-2017,51
Ohio,6,Moderate,Dec-30-2017,52
Oklahoma,10,High,Jan-06-2018,1
Oklahoma,10,High,Jan-13-2018,2
Oklahoma,10,High,Jan-20-2018,3
Oklahoma,10,High,Jan-27-2018,4
Oklahoma,10,High,Feb-03-2018,5
Oklahoma,10,High,Feb-10-2018,6
Oklahoma,10,High,Feb-17-2018,7
Oklahoma,10,High,Feb-24-2018,8
Oklahoma,6,Moderate,Mar-03-2018,9
Oklahoma,4,Low,Mar-10-2018,10
Oklahoma,2,Minimal,Mar-17-2018,11
Oklahoma,3,Minimal,Mar-24-2018,12
Oklahoma,1,Minimal,Mar-31-2018,13
Oklahoma,1,Minimal,Apr-07-2018,14
Oklahoma,1,Minimal,Apr-14-2018,15
Oklahoma,1,Minimal,Apr-21-2018,16
Oklahoma,1,Minimal,Apr-28-2018,17
Oklahoma,1,Minimal,Oct-07-2017,40
Oklahoma,1,Minimal,Oct-14-2017,41
Oklahoma,1,Minimal,Oct-21-2017,42
Oklahoma,1,Minimal,Oct-28-2017,43
Oklahoma,2,Minimal,Nov-04-2017,44
Oklahoma,3,Minimal,Nov-11-2017,45
Oklahoma,3,Minimal,Nov-18-2017,46
Oklahoma,4,Low,Nov-25-2017,47
Oklahoma,4,Low,Dec-02-2017,48
Oklahoma,4,Low,Dec-09-2017,49
Oklahoma,10,High,Dec-16-2017,50
Oklahoma,10,High,Dec-23-2017,51
Oklahoma,10,High,Dec-30-2017,52
Oregon,10,High,Jan-06-2018,1
Oregon,10,High,Jan-13-2018,2
Oregon,10,High,Jan-20-2018,3
Oregon,10,High,Jan-27-2018,4
Oregon,10,High,Feb-03-2018,5
Oregon,9,High,Feb-10-2018,6
Oregon,8,High,Feb-17-2018,7
Oregon,7,Moderate,Feb-24-2018,8
Oregon,6,Moderate,Mar-03-2018,9
Oregon,4,Low,Mar-10-2018,10
Oregon,5,Low,Mar-17-2018,11
Oregon,5,Low,Mar-24-2018,12
Oregon,4,Low,Mar-31-2018,13
Oregon,3,Minimal,Apr-07-2018,14
Oregon,2,Minimal,Apr-14-2018,15
Oregon,2,Minimal,Apr-21-2018,16
Oregon,1,Minimal,Apr-28-2018,17
Oregon,1,Minimal,Oct-07-2017,40
Oregon,1,Minimal,Oct-14-2017,41
Oregon,1,Minimal,Oct-21-2017,42
Oregon,1,Minimal,Oct-28-2017,43
Oregon,2,Minimal,Nov-04-2017,44
Oregon,2,Minimal,Nov-11-2017,45
Oregon,2,Minimal,Nov-18-2017,46
Oregon,3,Minimal,Nov-25-2017,47
Oregon,3,Minimal,Dec-02-2017,48
Oregon,4,Low,Dec-09-2017,49
Oregon,5,Low,Dec-16-2017,50
Oregon,9,High,Dec-23-2017,51
Oregon,10,High,Dec-30-2017,52
Pennsylvania,6,Moderate,Jan-06-2018,1
Pennsylvania,7,Moderate,Jan-13-2018,2
Pennsylvania,10,High,Jan-20-2018,3
Pennsylvania,10,High,Jan-27-2018,4
Pennsylvania,10,High,Feb-03-2018,5
Pennsylvania,10,High,Feb-10-2018,6
Pennsylvania,10,High,Feb-17-2018,7
Pennsylvania,10,High,Feb-24-2018,8
Pennsylvania,9,High,Mar-03-2018,9
Pennsylvania,6,Moderate,Mar-10-2018,10
Pennsylvania,6,Moderate,Mar-17-2018,11
Pennsylvania,5,Low,Mar-24-2018,12
Pennsylvania,5,Low,Mar-31-2018,13
Pennsylvania,4,Low,Apr-07-2018,14
Pennsylvania,3,Minimal,Apr-14-2018,15
Pennsylvania,2,Minimal,Apr-21-2018,16
Pennsylvania,2,Minimal,Apr-28-2018,17
Pennsylvania,1,Minimal,Oct-07-2017,40
Pennsylvania,1,Minimal,Oct-14-2017,41
Pennsylvania,1,Minimal,Oct-21-2017,42
Pennsylvania,1,Minimal,Oct-28-2017,43
Pennsylvania,2,Minimal,Nov-04-2017,44
Pennsylvania,2,Minimal,Nov-11-2017,45
Pennsylvania,2,Minimal,Nov-18-2017,46
Pennsylvania,2,Minimal,Nov-25-2017,47
Pennsylvania,2,Minimal,Dec-02-2017,48
Pennsylvania,2,Minimal,Dec-09-2017,49
Pennsylvania,3,Minimal,Dec-16-2017,50
Pennsylvania,3,Minimal,Dec-23-2017,51
Pennsylvania,6,Moderate,Dec-30-2017,52
Puerto Rico,7,Moderate,Jan-06-2018,1
Puerto Rico,10,High,Jan-13-2018,2
Puerto Rico,8,High,Jan-20-2018,3
Puerto Rico,9,High,Jan-27-2018,4
Puerto Rico,10,High,Feb-03-2018,5
Puerto Rico,10,High,Feb-10-2018,6
Puerto Rico,10,High,Feb-17-2018,7
Puerto Rico,7,Moderate,Feb-24-2018,8
Puerto Rico,4,Low,Mar-03-2018,9
Puerto Rico,6,Moderate,Mar-10-2018,10
Puerto Rico,4,Low,Mar-17-2018,11
Puerto Rico,4,Low,Mar-24-2018,12
Puerto Rico,3,Minimal,Mar-31-2018,13
Puerto Rico,3,Minimal,Apr-07-2018,14
Puerto Rico,1,Minimal,Apr-14-2018,15
Puerto Rico,1,Minimal,Apr-21-2018,16
Puerto Rico,1,Minimal,Apr-28-2018,17
Puerto Rico,1,Minimal,Oct-07-2017,40
Puerto Rico,1,Minimal,Oct-14-2017,41
Puerto Rico,1,Minimal,Oct-21-2017,42
Puerto Rico,1,Minimal,Oct-28-2017,43
Puerto Rico,3,Minimal,Nov-04-2017,44
Puerto Rico,3,Minimal,Nov-11-2017,45
Puerto Rico,6,Moderate,Nov-18-2017,46
Puerto Rico,4,Low,Nov-25-2017,47
Puerto Rico,6,Moderate,Dec-02-2017,48
Puerto Rico,4,Low,Dec-09-2017,49
Puerto Rico,7,Moderate,Dec-16-2017,50
Puerto Rico,8,High,Dec-23-2017,51
Puerto Rico,7,Moderate,Dec-30-2017,52
Rhode Island,5,Low,Jan-06-2018,1
Rhode Island,7,Moderate,Jan-13-2018,2
Rhode Island,10,High,Jan-20-2018,3
Rhode Island,10,High,Jan-27-2018,4
Rhode Island,10,High,Feb-03-2018,5
Rhode Island,10,High,Feb-10-2018,6
Rhode Island,10,High,Feb-17-2018,7
Rhode Island,10,High,Feb-24-2018,8
Rhode Island,7,Moderate,Mar-03-2018,9
Rhode Island,5,Low,Mar-10-2018,10
Rhode Island,7,Moderate,Mar-17-2018,11
Rhode Island,5,Low,Mar-24-2018,12
Rhode Island,3,Minimal,Mar-31-2018,13
Rhode Island,3,Minimal,Apr-07-2018,14
Rhode Island,4,Low,Apr-14-2018,15
Rhode Island,2,Minimal,Apr-21-2018,16
Rhode Island,1,Minimal,Apr-28-2018,17
Rhode Island,1,Minimal,Oct-07-2017,40
Rhode Island,1,Minimal,Oct-14-2017,41
Rhode Island,1,Minimal,Oct-21-2017,42
Rhode Island,1,Minimal,Oct-28-2017,43
Rhode Island,1,Minimal,Nov-04-2017,44
Rhode Island,1,Minimal,Nov-11-2017,45
Rhode Island,1,Minimal,Nov-18-2017,46
Rhode Island,1,Minimal,Nov-25-2017,47
Rhode Island,1,Minimal,Dec-02-2017,48
Rhode Island,3,Minimal,Dec-09-2017,49
Rhode Island,2,Minimal,Dec-16-2017,50
Rhode Island,3,Minimal,Dec-23-2017,51
Rhode Island,2,Minimal,Dec-30-2017,52
South Carolina,10,High,Jan-06-2018,1
South Carolina,10,High,Jan-13-2018,2
South Carolina,10,High,Jan-20-2018,3
South Carolina,10,High,Jan-27-2018,4
South Carolina,10,High,Feb-03-2018,5
South Carolina,10,High,Feb-10-2018,6
South Carolina,10,High,Feb-17-2018,7
South Carolina,10,High,Feb-24-2018,8
South Carolina,10,High,Mar-03-2018,9
South Carolina,9,High,Mar-10-2018,10
South Carolina,9,High,Mar-17-2018,11
South Carolina,7,Moderate,Mar-24-2018,12
South Carolina,6,Moderate,Mar-31-2018,13
South Carolina,5,Low,Apr-07-2018,14
South Carolina,3,Minimal,Apr-14-2018,15
South Carolina,2,Minimal,Apr-21-2018,16
South Carolina,1,Minimal,Apr-28-2018,17
South Carolina,2,Minimal,Oct-07-2017,40
South Carolina,1,Minimal,Oct-14-2017,41
South Carolina,2,Minimal,Oct-21-2017,42
South Carolina,5,Low,Oct-28-2017,43
South Carolina,6,Moderate,Nov-04-2017,44
South Carolina,6,Moderate,Nov-11-2017,45
South Carolina,6,Moderate,Nov-18-2017,46
South Carolina,10,High,Nov-25-2017,47
South Carolina,10,High,Dec-02-2017,48
South Carolina,10,High,Dec-09-2017,49
South Carolina,10,High,Dec-16-2017,50
South Carolina,10,High,Dec-23-2017,51
South Carolina,10,High,Dec-30-2017,52
South Dakota,6,Moderate,Jan-06-2018,1
South Dakota,7,Moderate,Jan-13-2018,2
South Dakota,10,High,Jan-20-2018,3
South Dakota,10,High,Jan-27-2018,4
South Dakota,10,High,Feb-03-2018,5
South Dakota,10,High,Feb-10-2018,6
South Dakota,10,High,Feb-17-2018,7
South Dakota,10,High,Feb-24-2018,8
South Dakota,9,High,Mar-03-2018,9
South Dakota,8,High,Mar-10-2018,10
South Dakota,7,Moderate,Mar-17-2018,11
South Dakota,6,Moderate,Mar-24-2018,12
South Dakota,5,Low,Mar-31-2018,13
South Dakota,3,Minimal,Apr-07-2018,14
South Dakota,6,Moderate,Apr-14-2018,15
South Dakota,1,Minimal,Apr-21-2018,16
South Dakota,3,Minimal,Apr-28-2018,17
South Dakota,1,Minimal,Oct-07-2017,40
South Dakota,2,Minimal,Oct-14-2017,41
South Dakota,2,Minimal,Oct-21-2017,42
South Dakota,3,Minimal,Oct-28-2017,43
South Dakota,3,Minimal,Nov-04-2017,44
South Dakota,4,Low,Nov-11-2017,45
South Dakota,6,Moderate,Nov-18-2017,46
South Dakota,4,Low,Nov-25-2017,47
South Dakota,4,Low,Dec-02-2017,48
South Dakota,4,Low,Dec-09-2017,49
South Dakota,4,Low,Dec-16-2017,50
South Dakota,5,Low,Dec-23-2017,51
South Dakota,8,High,Dec-30-2017,52
Tennessee,10,High,Jan-06-2018,1
Tennessee,10,High,Jan-13-2018,2
Tennessee,10,High,Jan-20-2018,3
Tennessee,10,High,Jan-27-2018,4
Tennessee,10,High,Feb-03-2018,5
Tennessee,10,High,Feb-10-2018,6
Tennessee,10,High,Feb-17-2018,7
Tennessee,4,Low,Feb-24-2018,8
Tennessee,1,Minimal,Mar-03-2018,9
Tennessee,1,Minimal,Mar-10-2018,10
Tennessee,1,Minimal,Mar-17-2018,11
Tennessee,1,Minimal,Mar-24-2018,12
Tennessee,1,Minimal,Mar-31-2018,13
Tennessee,1,Minimal,Apr-07-2018,14
Tennessee,1,Minimal,Apr-14-2018,15
Tennessee,1,Minimal,Apr-21-2018,16
Tennessee,1,Minimal,Apr-28-2018,17
Tennessee,1,Minimal,Oct-07-2017,40
Tennessee,1,Minimal,Oct-14-2017,41
Tennessee,1,Minimal,Oct-21-2017,42
Tennessee,1,Minimal,Oct-28-2017,43
Tennessee,1,Minimal,Nov-04-2017,44
Tennessee,1,Minimal,Nov-11-2017,45
Tennessee,1,Minimal,Nov-18-2017,46
Tennessee,1,Minimal,Nov-25-2017,47
Tennessee,1,Minimal,Dec-02-2017,48
Tennessee,1,Minimal,Dec-09-2017,49
Tennessee,2,Minimal,Dec-16-2017,50
Tennessee,9,High,Dec-23-2017,51
Tennessee,7,Moderate,Dec-30-2017,52
Texas,10,High,Jan-06-2018,1
Texas,10,High,Jan-13-2018,2
Texas,10,High,Jan-20-2018,3
Texas,10,High,Jan-27-2018,4
Texas,10,High,Feb-03-2018,5
Texas,10,High,Feb-10-2018,6
Texas,10,High,Feb-17-2018,7
Texas,10,High,Feb-24-2018,8
Texas,10,High,Mar-03-2018,9
Texas,5,Low,Mar-10-2018,10
Texas,2,Minimal,Mar-17-2018,11
Texas,1,Minimal,Mar-24-2018,12
Texas,1,Minimal,Mar-31-2018,13
Texas,1,Minimal,Apr-07-2018,14
Texas,1,Minimal,Apr-14-2018,15
Texas,1,Minimal,Apr-21-2018,16
Texas,1,Minimal,Apr-28-2018,17
Texas,1,Minimal,Oct-07-2017,40
Texas,1,Minimal,Oct-14-2017,41
Texas,1,Minimal,Oct-21-2017,42
Texas,1,Minimal,Oct-28-2017,43
Texas,3,Minimal,Nov-04-2017,44
Texas,3,Minimal,Nov-11-2017,45
Texas,5,Low,Nov-18-2017,46
Texas,5,Low,Nov-25-2017,47
Texas,7,Moderate,Dec-02-2017,48
Texas,9,High,Dec-09-2017,49
Texas,10,High,Dec-16-2017,50
Texas,10,High,Dec-23-2017,51
Texas,10,High,Dec-30-2017,52
Utah,3,Minimal,Jan-06-2018,1
Utah,4,Low,Jan-13-2018,2
Utah,5,Low,Jan-20-2018,3
Utah,3,Minimal,Jan-27-2018,4
Utah,4,Low,Feb-03-2018,5
Utah,6,Moderate,Feb-10-2018,6
Utah,7,Moderate,Feb-17-2018,7
Utah,7,Moderate,Feb-24-2018,8
Utah,3,Minimal,Mar-03-2018,9
Utah,4,Low,Mar-10-2018,10
Utah,3,Minimal,Mar-17-2018,11
Utah,2,Minimal,Mar-24-2018,12
Utah,1,Minimal,Mar-31-2018,13
Utah,2,Minimal,Apr-07-2018,14
Utah,1,Minimal,Apr-14-2018,15
Utah,1,Minimal,Apr-21-2018,16
Utah,1,Minimal,Apr-28-2018,17
Utah,1,Minimal,Oct-07-2017,40
Utah,1,Minimal,Oct-14-2017,41
Utah,1,Minimal,Oct-21-2017,42
Utah,1,Minimal,Oct-28-2017,43
Utah,1,Minimal,Nov-04-2017,44
Utah,1,Minimal,Nov-11-2017,45
Utah,1,Minimal,Nov-18-2017,46
Utah,1,Minimal,Nov-25-2017,47
Utah,1,Minimal,Dec-02-2017,48
Utah,1,Minimal,Dec-09-2017,49
Utah,1,Minimal,Dec-16-2017,50
Utah,1,Minimal,Dec-23-2017,51
Utah,4,Low,Dec-30-2017,52
Vermont,4,Low,Jan-06-2018,1
Vermont,5,Low,Jan-13-2018,2
Vermont,7,Moderate,Jan-20-2018,3
Vermont,10,High,Jan-27-2018,4
Vermont,10,High,Feb-03-2018,5
Vermont,10,High,Feb-10-2018,6
Vermont,10,High,Feb-17-2018,7
Vermont,10,High,Feb-24-2018,8
Vermont,10,High,Mar-03-2018,9
Vermont,6,Moderate,Mar-10-2018,10
Vermont,4,Low,Mar-17-2018,11
Vermont,4,Low,Mar-24-2018,12
Vermont,4,Low,Mar-31-2018,13
Vermont,4,Low,Apr-07-2018,14
Vermont,3,Minimal,Apr-14-2018,15
Vermont,2,Minimal,Apr-21-2018,16
Vermont,3,Minimal,Apr-28-2018,17
Vermont,1,Minimal,Oct-07-2017,40
Vermont,1,Minimal,Oct-14-2017,41
Vermont,1,Minimal,Oct-21-2017,42
Vermont,1,Minimal,Oct-28-2017,43
Vermont,1,Minimal,Nov-04-2017,44
Vermont,1,Minimal,Nov-11-2017,45
Vermont,1,Minimal,Nov-18-2017,46
Vermont,1,Minimal,Nov-25-2017,47
Vermont,1,Minimal,Dec-02-2017,48
Vermont,1,Minimal,Dec-09-2017,49
Vermont,1,Minimal,Dec-16-2017,50
Vermont,1,Minimal,Dec-23-2017,51
Vermont,3,Minimal,Dec-30-2017,52
Virgin Islands,1,Minimal,Jan-06-2018,1
Virgin Islands,0,Insufficient Data,Jan-13-2018,2
Virgin Islands,2,Minimal,Jan-20-2018,3
Virgin Islands,3,Minimal,Jan-27-2018,4
Virgin Islands,1,Minimal,Feb-03-2018,5
Virgin Islands,1,Minimal,Feb-10-2018,6
Virgin Islands,1,Minimal,Feb-17-2018,7
Virgin Islands,1,Minimal,Feb-24-2018,8
Virgin Islands,1,Minimal,Mar-03-2018,9
Virgin Islands,1,Minimal,Mar-10-2018,10
Virgin Islands,1,Minimal,Mar-17-2018,11
Virgin Islands,1,Minimal,Mar-24-2018,12
Virgin Islands,1,Minimal,Mar-31-2018,13
Virgin Islands,1,Minimal,Apr-07-2018,14
Virgin Islands,1,Minimal,Apr-14-2018,15
Virgin Islands,1,Minimal,Apr-21-2018,16
Virgin Islands,1,Minimal,Apr-28-2018,17
Virgin Islands,0,Insufficient Data,Oct-14-2017,41
Virgin Islands,0,Insufficient Data,Oct-21-2017,42
Virgin Islands,0,Insufficient Data,Oct-28-2017,43
Virgin Islands,0,Insufficient Data,Nov-04-2017,44
Virgin Islands,0,Insufficient Data,Nov-11-2017,45
Virgin Islands,1,Minimal,Nov-18-2017,46
Virgin Islands,1,Minimal,Nov-25-2017,47
Virgin Islands,0,Insufficient Data,Dec-02-2017,48
Virgin Islands,0,Insufficient Data,Dec-09-2017,49
Virgin Islands,1,Minimal,Dec-16-2017,50
Virgin Islands,0,Insufficient Data,Dec-23-2017,51
Virgin Islands,0,Insufficient Data,Dec-30-2017,52
Virginia,10,High,Jan-06-2018,1
Virginia,10,High,Jan-13-2018,2
Virginia,10,High,Jan-20-2018,3
Virginia,10,High,Jan-27-2018,4
Virginia,10,High,Feb-03-2018,5
Virginia,10,High,Feb-10-2018,6
Virginia,10,High,Feb-17-2018,7
Virginia,10,High,Feb-24-2018,8
Virginia,10,High,Mar-03-2018,9
Virginia,9,High,Mar-10-2018,10
Virginia,9,High,Mar-17-2018,11
Virginia,8,High,Mar-24-2018,12
Virginia,8,High,Mar-31-2018,13
Virginia,6,Moderate,Apr-07-2018,14
Virginia,4,Low,Apr-14-2018,15
Virginia,3,Minimal,Apr-21-2018,16
Virginia,3,Minimal,Apr-28-2018,17
Virginia,1,Minimal,Oct-07-2017,40
Virginia,1,Minimal,Oct-14-2017,41
Virginia,2,Minimal,Oct-21-2017,42
Virginia,2,Minimal,Oct-28-2017,43
Virginia,2,Minimal,Nov-04-2017,44
Virginia,3,Minimal,Nov-11-2017,45
Virginia,3,Minimal,Nov-18-2017,46
Virginia,4,Low,Nov-25-2017,47
Virginia,4,Low,Dec-02-2017,48
Virginia,4,Low,Dec-09-2017,49
Virginia,5,Low,Dec-16-2017,50
Virginia,6,Moderate,Dec-23-2017,51
Virginia,9,High,Dec-30-2017,52
Washington,10,High,Jan-06-2018,1
Washington,9,High,Jan-13-2018,2
Washington,8,High,Jan-20-2018,3
Washington,9,High,Jan-27-2018,4
Washington,7,Moderate,Feb-03-2018,5
Washington,5,Low,Feb-10-2018,6
Washington,4,Low,Feb-17-2018,7
Washington,4,Low,Feb-24-2018,8
Washington,3,Minimal,Mar-03-2018,9
Washington,3,Minimal,Mar-10-2018,10
Washington,4,Low,Mar-17-2018,11
Washington,3,Minimal,Mar-24-2018,12
Washington,3,Minimal,Mar-31-2018,13
Washington,2,Minimal,Apr-07-2018,14
Washington,1,Minimal,Apr-14-2018,15
Washington,1,Minimal,Apr-21-2018,16
Washington,1,Minimal,Apr-28-2018,17
Washington,1,Minimal,Oct-07-2017,40
Washington,1,Minimal,Oct-14-2017,41
Washington,1,Minimal,Oct-21-2017,42
Washington,1,Minimal,Oct-28-2017,43
Washington,1,Minimal,Nov-04-2017,44
Washington,1,Minimal,Nov-11-2017,45
Washington,1,Minimal,Nov-18-2017,46
Washington,1,Minimal,Nov-25-2017,47
Washington,1,Minimal,Dec-02-2017,48
Washington,1,Minimal,Dec-09-2017,49
Washington,1,Minimal,Dec-16-2017,50
Washington,1,Minimal,Dec-23-2017,51
Washington,10,High,Dec-30-2017,52
West Virginia,10,High,Jan-06-2018,1
West Virginia,10,High,Jan-13-2018,2
West Virginia,10,High,Jan-20-2018,3
West Virginia,10,High,Jan-27-2018,4
West Virginia,10,High,Feb-03-2018,5
West Virginia,10,High,Feb-10-2018,6
West Virginia,10,High,Feb-17-2018,7
West Virginia,6,Moderate,Feb-24-2018,8
West Virginia,5,Low,Mar-03-2018,9
West Virginia,3,Minimal,Mar-10-2018,10
West Virginia,2,Minimal,Mar-17-2018,11
West Virginia,3,Minimal,Mar-24-2018,12
West Virginia,4,Low,Mar-31-2018,13
West Virginia,4,Low,Apr-07-2018,14
West Virginia,3,Minimal,Apr-14-2018,15
West Virginia,2,Minimal,Apr-21-2018,16
West Virginia,1,Minimal,Apr-28-2018,17
West Virginia,1,Minimal,Oct-07-2017,40
West Virginia,1,Minimal,Oct-14-2017,41
West Virginia,1,Minimal,Oct-21-2017,42
West Virginia,1,Minimal,Oct-28-2017,43
West Virginia,1,Minimal,Nov-04-2017,44
West Virginia,1,Minimal,Nov-11-2017,45
West Virginia,1,Minimal,Nov-18-2017,46
West Virginia,3,Minimal,Nov-25-2017,47
West Virginia,1,Minimal,Dec-02-2017,48
West Virginia,1,Minimal,Dec-09-2017,49
West Virginia,5,Low,Dec-16-2017,50
West Virginia,9,High,Dec-23-2017,51
West Virginia,10,High,Dec-30-2017,52
Wisconsin,7,Moderate,Jan-06-2018,1
Wisconsin,8,High,Jan-13-2018,2
Wisconsin,7,Moderate,Jan-20-2018,3
Wisconsin,9,High,Jan-27-2018,4
Wisconsin,10,High,Feb-03-2018,5
Wisconsin,10,High,Feb-10-2018,6
Wisconsin,8,High,Feb-17-2018,7
Wisconsin,7,Moderate,Feb-24-2018,8
Wisconsin,6,Moderate,Mar-03-2018,9
Wisconsin,6,Moderate,Mar-10-2018,10
Wisconsin,3,Minimal,Mar-17-2018,11
Wisconsin,2,Minimal,Mar-24-2018,12
Wisconsin,1,Minimal,Mar-31-2018,13
Wisconsin,2,Minimal,Apr-07-2018,14
Wisconsin,2,Minimal,Apr-14-2018,15
Wisconsin,2,Minimal,Apr-21-2018,16
Wisconsin,2,Minimal,Apr-28-2018,17
Wisconsin,1,Minimal,Oct-07-2017,40
Wisconsin,1,Minimal,Oct-14-2017,41
Wisconsin,1,Minimal,Oct-21-2017,42
Wisconsin,1,Minimal,Oct-28-2017,43
Wisconsin,1,Minimal,Nov-04-2017,44
Wisconsin,1,Minimal,Nov-11-2017,45
Wisconsin,1,Minimal,Nov-18-2017,46
Wisconsin,1,Minimal,Nov-25-2017,47
Wisconsin,1,Minimal,Dec-02-2017,48
Wisconsin,2,Minimal,Dec-09-2017,49
Wisconsin,1,Minimal,Dec-16-2017,50
Wisconsin,4,Low,Dec-23-2017,51
Wisconsin,5,Low,Dec-30-2017,52
Wyoming,10,High,Jan-06-2018,1
Wyoming,10,High,Jan-13-2018,2
Wyoming,10,High,Jan-20-2018,3
Wyoming,10,High,Jan-27-2018,4
Wyoming,10,High,Feb-03-2018,5
Wyoming,10,High,Feb-10-2018,6
Wyoming,10,High,Feb-17-2018,7
Wyoming,10,High,Feb-24-2018,8
Wyoming,10,High,Mar-03-2018,9
Wyoming,10,High,Mar-10-2018,10
Wyoming,10,High,Mar-17-2018,11
Wyoming,8,High,Mar-24-2018,12
Wyoming,5,Low,Mar-31-2018,13
Wyoming,2,Minimal,Apr-07-2018,14
Wyoming,1,Minimal,Apr-14-2018,15
Wyoming,1,Minimal,Apr-21-2018,16
Wyoming,1,Minimal,Apr-28-2018,17
Wyoming,1,Minimal,Oct-07-2017,40
Wyoming,3,Minimal,Oct-14-2017,41
Wyoming,1,Minimal,Oct-21-2017,42
Wyoming,3,Minimal,Oct-28-2017,43
Wyoming,3,Minimal,Nov-04-2017,44
Wyoming,2,Minimal,Nov-11-2017,45
Wyoming,1,Minimal,Nov-18-2017,46
Wyoming,1,Minimal,Nov-25-2017,47
Wyoming,2,Minimal,Dec-02-2017,48
Wyoming,3,Minimal,Dec-09-2017,49
Wyoming,3,Minimal,Dec-16-2017,50
Wyoming,5,Low,Dec-23-2017,51
Wyoming,10,High,Dec-30-2017,52